Year,Team,ORtg,DRtg,NRtg
1998,Los Angeles Lakers*,0.9526627218934909,0.35384615384615525,1.0
1998,Seattle SuperSonics*,0.9349112426035502,0.3461538461538467,0.9906103286384977
1998,Chicago Bulls*,0.7041420118343193,0.05384615384615454,0.9859154929577465
1998,Utah Jazz*,1.0,0.48461538461538645,0.9577464788732395
1998,Indiana Pacers*,0.7455621301775146,0.1923076923076925,0.9342723004694835
1998,Phoenix Suns*,0.6863905325443787,0.20769230769230873,0.8779342723004695
1998,Miami Heat*,0.6982248520710055,0.22307692307692406,0.8779342723004695
1998,San Antonio Spurs*,0.4733727810650885,0.02307692307692477,0.8215962441314555
1998,Atlanta Hawks*,0.7337278106508878,0.40000000000000036,0.7981220657276995
1998,Cleveland Cavaliers*,0.37869822485207116,0.0,0.7605633802816901
1998,New York Knicks*,0.4260355029585794,0.09230769230769287,0.7417840375586855
1998,Charlotte Hornets*,0.6923076923076925,0.476923076923077,0.7183098591549296
1998,Detroit Pistons,0.5621301775147929,0.33846153846153904,0.6995305164319249
1998,New Jersey Nets*,0.7396449704142007,0.5769230769230766,0.6948356807511737
1998,Portland Trail Blazers*,0.48520710059171623,0.2538461538461547,0.6901408450704225
1998,Washington Wizards,0.556213017751479,0.4153846153846157,0.647887323943662
1998,Minnesota Timberwolves*,0.7100591715976332,0.615384615384615,0.647887323943662
1998,Houston Rockets*,0.7041420118343193,0.7307692307692317,0.5727699530516431
1998,Orlando Magic,0.40236686390532483,0.36153846153846203,0.5586854460093896
1998,Milwaukee Bucks,0.4556213017751478,0.5,0.5164319248826291
1998,Philadelphia 76ers,0.41420118343195256,0.48461538461538645,0.49295774647887325
1998,Boston Celtics,0.40236686390532483,0.48461538461538645,0.4835680751173709
1998,Sacramento Kings,0.29585798816568065,0.6000000000000014,0.32863849765258213
1998,Dallas Mavericks,0.27810650887573996,0.6230769230769244,0.30046948356807507
1998,Los Angeles Clippers,0.4437869822485201,0.930769230769231,0.24413145539906095
1998,Vancouver Grizzlies,0.4911242603550292,0.9923076923076941,0.24413145539906095
1998,Toronto Raptors,0.3195266272189352,0.9153846153846157,0.15492957746478864
1998,Golden State Warriors,0.0,0.5076923076923094,0.1502347417840375
1998,Denver Nuggets,0.18934911242603558,1.0,0.0
1998,League Average,0.5443786982248522,0.453846153846154,0.6150234741784038
1999,San Antonio Spurs*,0.7116564417177909,0.0,0.9999999999999999
1999,Utah Jazz*,0.8220858895705518,0.22077922077922096,0.9183673469387754
1999,Portland Trail Blazers*,0.7607361963190176,0.175324675324676,0.9030612244897958
1999,Miami Heat*,0.7546012269938647,0.2532467532467537,0.8367346938775508
1999,Indiana Pacers*,1.0,0.6103896103896105,0.760204081632653
1999,Detroit Pistons*,0.7239263803680975,0.34415584415584366,0.7397959183673468
1999,Atlanta Hawks*,0.49693251533742266,0.1363636363636358,0.7142857142857142
1999,Los Angeles Lakers*,0.9325153374233119,0.6038961038961039,0.7091836734693877
1999,Orlando Magic*,0.484662576687116,0.15584415584415634,0.6887755102040816
1999,Houston Rockets*,0.7975460122699385,0.5129870129870131,0.6683673469387754
1999,Phoenix Suns*,0.8220858895705518,0.5389610389610384,0.6683673469387754
1999,Philadelphia 76ers*,0.46012269938650263,0.16883116883116855,0.6581632653061223
1999,Milwaukee Bucks*,0.7668711656441713,0.5194805194805197,0.6377551020408162
1999,New York Knicks*,0.3803680981595079,0.162337662337662,0.596938775510204
1999,Minnesota Timberwolves*,0.5828220858895703,0.4220779220779223,0.5612244897959183
1999,Charlotte Hornets,0.6073619631901837,0.48051948051948123,0.5357142857142857
1999,Sacramento Kings*,0.631901840490797,0.5259740259740253,0.520408163265306
1999,Seattle SuperSonics,0.7730061349693242,0.7272727272727275,0.4795918367346938
1999,Toronto Raptors,0.5889570552147232,0.5779220779220786,0.4438775510204081
1999,Boston Celtics,0.49079754601226977,0.48051948051948123,0.43877551020408156
1999,Cleveland Cavaliers,0.44171779141104217,0.42857142857142794,0.43877551020408156
1999,Washington Wizards,0.5398773006134965,0.5649350649350655,0.41326530612244894
1999,Dallas Mavericks,0.6073619631901837,0.6428571428571432,0.4081632653061224
1999,Golden State Warriors,0.3680981595092021,0.39610389610389607,0.40306122448979587
1999,New Jersey Nets,0.4355828220858893,0.5584415584415581,0.33163265306122447
1999,Denver Nuggets,0.6564417177914104,1.0,0.16836734693877548
1999,Vancouver Grizzlies,0.3680981595092021,0.837662337662338,0.056122448979591844
1999,Los Angeles Clippers,0.4662576687116555,0.954545454545455,0.045918367346938826
1999,Chicago Bulls,0.0,0.5194805194805197,0.0
1999,League Average,0.6012269938650308,0.46753246753246813,0.5408163265306122
2000,Los Angeles Lakers*,0.9160839160839158,0.0,1.0000000000000002
2000,Portland Trail Blazers*,0.9580419580419584,0.21848739495798242,0.9065420560747666
2000,San Antonio Spurs*,0.755244755244755,0.03361344537815114,0.8738317757009347
2000,Phoenix Suns*,0.7272727272727266,0.06722689075630228,0.8364485981308413
2000,Utah Jazz*,0.9160839160839158,0.344537815126051,0.8084112149532712
2000,Indiana Pacers*,1.0,0.4537815126050422,0.8037383177570095
2000,Miami Heat*,0.72027972027972,0.23529411764705976,0.738317757009346
2000,Sacramento Kings*,0.755244755244755,0.3277310924369736,0.7102803738317758
2000,Charlotte Hornets*,0.7062937062937058,0.2689075630252109,0.7102803738317758
2000,Minnesota Timberwolves*,0.8321678321678316,0.4369747899159666,0.7009345794392525
2000,New York Knicks*,0.5804195804195809,0.22689075630252198,0.649532710280374
